8,RANDOM,312,0.01807856559753418,131072,False
8,RANDOM,75,0.004807949066162109,0,False
8,RANDOM,74,0.004792928695678711,0,False
8,RANDOM,24,0.0028493404388427734,0,False
8,RANDOM,37,0.003758668899536133,0,False
8,RANDOM,122,0.010232210159301758,0,False
8,RANDOM,471,0.02971935272216797,0,False
8,RANDOM,170,0.014138936996459961,0,False
8,RANDOM,24,0.0016551017761230469,0,False
8,RANDOM,73,0.0049626827239990234,0,False
8,RANDOM,41,0.005192756652832031,0,False
8,RANDOM,94,0.004583835601806641,0,False
8,RANDOM,18,0.0011775493621826172,0,False
8,RANDOM,16,0.0009076595306396484,0,False
8,RANDOM,17,0.0009543895721435547,0,False
8,RANDOM,49,0.0032682418823242188,0,False
8,RANDOM,51,0.0023522377014160156,0,False
8,RANDOM,89,0.004107952117919922,0,False
8,RANDOM,43,0.002785205841064453,0,False
8,RANDOM,117,0.005515336990356445,0,False
8,RANDOM,76,0.003887653350830078,0,False
8,RANDOM,32,0.0014333724975585938,0,False
8,RANDOM,177,0.0075511932373046875,0,False
8,RANDOM,70,0.003152608871459961,0,False
8,RANDOM,111,0.004469871520996094,0,False
8,RANDOM,28,0.0013613700866699219,0,False
8,RANDOM,57,0.00415349006652832,0,False
8,RANDOM,126,0.01097416877746582,0,False
8,RANDOM,167,0.011734485626220703,0,False
8,RANDOM,178,0.008742332458496094,0,False
8,RANDOM,40,0.001697540283203125,0,False
8,RANDOM,59,0.002766132354736328,0,False
8,RANDOM,31,0.002126932144165039,0,False
8,RANDOM,119,0.0052793025970458984,0,False
8,RANDOM,606,0.03367495536804199,0,False
8,RANDOM,10,0.0007483959197998047,0,False
8,RANDOM,74,0.003778696060180664,0,False
8,RANDOM,71,0.0029866695404052734,0,False
8,RANDOM,16,0.000993490219116211,0,False
8,RANDOM,78,0.0032629966735839844,0,False
8,RANDOM,168,0.007226228713989258,0,False
8,RANDOM,47,0.0027709007263183594,0,False
8,RANDOM,75,0.0033490657806396484,0,False
8,RANDOM,87,0.005858182907104492,0,False
8,RANDOM,160,0.006750345230102539,0,False
8,RANDOM,91,0.005303621292114258,0,False
8,RANDOM,126,0.008008241653442383,0,False
8,RANDOM,31,0.0016677379608154297,0,False
8,RANDOM,161,0.0069942474365234375,0,False
